Recipe_ID,calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Potassium,TotalCarbohydrates,DietaryFiber,Protein,Sugars,VitaminA,VitaminC,Calcium,Iron,Thiamin,Niacin,VitaminB6,Magnesium,Folate
262974,688.0,25.3,9.0,27,310,573,91.9,7.2,25.5,6,1373,27,210,7,1,15,0,89,328
264441,764.0,12.1,2.0,119,257,1551,95.6,4.5,60.8,4,2534,66,217,54,1,26,0,107,352
180525,442.0,12.8,4.0,72,671,758,47.6,8.5,34.8,13,727,19,213,4,0,17,1,107,49
241710,457.0,9.3,2.0,348,605,581,40.7,3.4,45.3,3,507,10,135,8,0,17,0,76,66
244755,257.0,14.5,5.0,46,55,160,26.6,2.6,6.5,2,208,7,18,2,0,3,0,31,106
263416,744.0,29.6,4.0,152,338,440,85.4,4.1,31.5,3,732,8,82,7,1,17,0,94,276
214777,604.0,28.5,11.0,122,110,831,47.4,3.3,38.8,2,8,17,61,4,0,12,1,70,126
266511,487.0,37.8,22.0,125,265,274,29.7,2.5,9.5,2,1916,7,163,2,0,4,0,19,49
262393,715.0,29,16.0,100,451,501,89.8,5.4,25,3,2278,42,122,5,1,16,0,83,294
272877,757.0,36.9,8.0,22,1518,1316,86.9,15.1,20.9,26,2173,17,371,8,1,16,1,105,201
231873,54.0,3.2,1.0,4,106,299,3.7,1.5,3.9,2,2200,13,179,1,0,1,0,38,71
228040,157.0,10.9,3.0,10,316,340,8.8,2.1,7.1,4,2078,16,215,1,0,2,0,25,50
46168,248.0,21.1,2.0,3,462,257,13.2,3.7,3.6,5,5528,44,66,1,0,1,0,17,80
16960,448.0,35.7,16.0,90,875,277,6.2,1.2,25.9,2,1408,26,593,1,0,10,0,33,35
14155,332.0,25.2,9.0,45,448,494,9.1,2.2,18.8,6,1910,23,574,1,0,5,0,37,34
15618,110.0,9.4,1.0,0,15,258,6.5,1.7,1.2,3,2600,38,27,1,0,1,0,14,61
216641,383.0,29.1,13.0,74,1783,323,7.9,1.6,21.7,2,897,16,323,1,0,5,0,23,12
232093,236.0,5.6,1.0,0.5,9,245,39.6,2.3,7.7,3,397,11,29,2,0,3,0,40,128
14385,400.0,24.8,4.0,3,1904,298,39,3.6,7.9,8,1426,79,54,3,0,1,0,14,23
228126,580.0,38.8,18.0,89,331,400,34.8,1.8,22,32,2226,19,692,2,0,1,0,19,24
73963,443.0,32,9.0,39,836,259,25.4,3.8,15.9,3,998,35,242,3,0,5,0,43,23
222659,199.0,15.2,5.0,24,338,261,6.2,1.1,10.1,4,1032,12,311,1,0,3,0,20,18
222750,371.0,21,7.0,46,1893,210,29.2,1.6,15.2,5,253,11,61,2,0,6,0,24,71
206441,415.0,25.9,8.0,53,729,73,30.3,2.6,17,2,184,6,183,1,0,2,0,9,6
104806,225.0,17.9,8.0,39,152,110,5.4,0.5,9.4,3,688,8,295,1,0,0,0,5,7
14278,451.0,29.1,8.0,37,978,267,33.2,2.8,15,4,929,25,183,2,0,4,0,30,88
279898,405.0,28.5,13.0,73,748,434,8.6,1.7,28.9,5,1960,18,911,1,0,7,0,44,34
258123,254.0,19.1,9.0,45,568,237,8.4,1.1,11,7,1204,33,341,1,0,1,0,12,14
280772,485.0,33.8,8.0,31,963,261,32.2,2.2,13.9,2,808,16,103,2,0,5,0,31,84
16145,348.0,18.9,3.0,0,17,988,40.7,5.2,4.8,2,215,49,33,2,0,4,1,54,41
238919,329.0,27.4,11.0,45,486,361,5.9,1.8,10.4,4,1373,19,20,4,0,1,0,23,24
222929,128.0,10.5,1.0,0,8,413,8.1,2.1,1.6,5,1280,21,27,0,0,1,0,22,27
242506,434.0,28.9,9.0,36,746,350,31.1,4.2,19,5,1393,15,486,3,0,6,0,29,25
255288,625.0,26.5,9.0,255,1266,425,65.7,3.5,29.7,3,3650,13,291,6,1,13,0,57,199
14451,527.0,33.1,9.0,58,1762,297,38.8,2.1,18.9,9,725,26,163,2,0,7,0,33,87
239053,746.0,45.8,8.0,9,927,500,68.4,4.2,17.5,3,1025,29,168,5,1,9,0,50,179
238221,308.0,15.7,4.0,19,771,221,32.5,2.4,10.7,4,2119,9,89,2,0,4,0,28,84
11752,354.0,30.9,5.0,14,702,143,17.7,1.5,3.4,2,460,27,24,1,0,2,0,15,47
216464,259.0,22.7,5.0,16,445,310,9.8,1.7,5.2,5,2488,19,163,1,0,1,0,28,58
221082,189.0,7.4,1.0,0,456,215,27.6,2.5,4.8,4,424,25,40,2,0,2,0,24,72
228039,346.0,28,12.0,60,167,207,7.4,1.1,14.4,6,1265,11,446,1,0,1,0,11,13
275347,333.0,14.5,5.0,86,1117,650,3,0.8,45.5,1,530,8,176,14,0,17,1,65,35
228127,233.0,12.3,6.0,30,273,105,18.9,1.1,10.7,2,738,4,242,2,0,2,0,15,52
14166,424.0,10.3,2.0,6,485,356,68.9,5.6,15.6,3,547,11,139,3,0,6,0,60,206
16141,181.0,0.7,0.0,0,238,243,38.1,2.8,5.4,6,311,17,15,1,0,2,0,26,16
45269,165.0,5.8,1.0,0,159,860,28.3,9.8,4.1,18,307,6,34,1,0,3,0,55,60
133748,170.0,13.6,5.0,18,256,357,7.8,3.3,7.2,3,741,7,126,2,0,4,0,31,52
86975,355.0,11.9,2.0,0,172,75,52.7,3.1,8.7,1,1,0,50,3,0,4,0,32,126
74942,363.0,30.2,9.0,24,572,701,10.8,3.9,15.5,3,993,38,525,3,0,2,1,67,72
83033,218.0,5.9,3.0,11,1090,54,29.7,3.2,11.3,1,1118,18,151,1,0,3,0,19,54
222689,463.0,8.8,3.0,15,479,378,80.6,10.8,21.4,2,769,15,249,5,0,10,0,153,90
213646,219.0,18.1,8.0,33,333,397,9,3.7,9,3,1387,15,44,4,0,3,0,49,87
22711,304.0,10.6,1.0,0,52,1136,50.4,9.3,5.5,9,16098,34,83,4,0,3,1,49,64
22639,272.0,9.3,5.0,31,873,347,27.6,2.1,20.5,4,429,8,344,2,0,6,0,37,75
9484,582.0,33.8,14.0,273,1785,290,31.6,1.4,36.2,4,606,1,589,4,0,11,0,40,94
222007,360.0,20.2,11.0,60,431,564,25.5,5.4,17.9,7,1043,41,498,2,0,2,0,34,54
228965,352.0,29.4,6.0,8,1964,624,19,8,7.8,2,1317,38,182,3,0,2,0,93,111
259336,272.0,17.2,3.0,0,527,1086,20.9,5.4,8,9,13889,73,139,6,0,3,0,225,51
276701,218.0,12.9,3.0,6,453,112,21.1,3.5,5,1,399,7,52,3,0,1,0,12,26
268956,446.0,12.1,7.0,39,1504,292,62.6,2.1,14.5,3,2069,10,264,2,0,2,0,33,10
81976,418.0,28,4.0,8,967,323,33,9,13.9,0,125,22,133,2,0,3,0,54,66
229240,251.0,10.5,6.0,28,824,34,25.3,7.8,13.4,3,505,5,222,3,0,1,0,8,2
35351,970.0,69,14.0,96,369,522,46.2,2.9,42.6,5,1600,18,101,4,0,19,0,66,118
234933,291.0,14.7,8.0,33,1186,15,31,2.7,9.2,2,997,12,202,4,0,1,0,8,1
148889,165.0,13.4,5.0,17,202,268,4.9,1.1,2.3,1,3660,20,67,1,0,1,0,52,11
11695,317.0,10.3,2.0,0.5,234,326,47.6,3.8,10.2,4,536,67,56,2,0,4,0,47,169
232211,169.0,8.3,3.0,10,173,99,17.1,1.1,6.1,1,230,3,118,1,0,2,0,17,54
276427,269.0,24.6,3.0,0.5,332,83,8.1,3.8,7,2,7469,107,65,3,0,1,0,28,7
269251,141.0,6,4.0,15,593,239,21.4,2.6,1.8,14,180,11,43,0,0,1,0,15,29
264481,258.0,15.8,9.0,63,563,482,15.7,2.3,14.5,1,595,26,48,1,0,7,0,34,16
228747,237.0,11.7,4.0,20,581,240,24,2.1,10,2,520,29,73,2,0,4,0,26,71
276585,165.0,9.5,1.0,0,0.5,317,20.1,4.2,1.7,0,388,90,71,0,0,1,0,18,54
223577,435.0,18.8,7.0,43,911,752,39.1,14.6,29.3,4,1259,6,300,7,0,6,0,87,343
280923,243.0,17.3,7.0,36,882,316,12.1,3.3,10.8,3,310,42,24,1,0,1,0,17,40
232211,169.0,8.3,3.0,10,173,99,17.1,1.1,6.1,1,230,3,118,1,0,2,0,17,54
220892,304.0,14.8,3.0,4,360,128,35.5,3,8.2,3,393,6,71,2,0,3,0,27,90
109840,264.0,15,4.0,12,452,293,24.5,3.1,8.8,2,2522,24,128,2,0,3,0,36,62
41490,383.0,27.3,6.0,31,615,458,26.1,3.5,11.2,3,7187,43,176,2,0,1,0,59,128
264339,402.0,19.7,5.0,17,506,126,48.2,2.9,10.2,7,813,25,112,1,0,1,0,15,30
280932,272.0,23.4,6.0,28,888,231,9,2.9,8,2,326,43,73,1,0,1,0,12,35
